record_id,title,authors,year,venue,doi,url,citation,pub_type,peer_reviewed
rec_00310,RIS-Assisted High-Speed Railway Integrated Sensing and Communication System,"Panpan Li, Yong Niu, Hao Wu, Zhu Han, Guiqi Sun, Ning Wang, Z. Zhong, B. Ai",2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3288899,https://doi.org/10.1109/TVT.2023.3288899,,,
rec_00459,RIS-Assisted Integrated Sensing and Backscatter Communications for Future IoT Networks,"Nan Wu, Xinyi Wang, Zesong Fei, Fanghao Xia, Jingxuan Huang, Arumugam Nallanathan",2024,IEEE Internet of Things Magazine,10.1109/IOTM.001.2300184,https://doi.org/10.1109/IOTM.001.2300184,,,
rec_00597,RIS-Assisted Integrated Sensing and Communication System With Physical Layer Security Enhancement by DRL Approach,"Peng Jiang, Xiaowen Cao, Yejun He, Xianxin Song, Zhonghao Lyu",2024,IEEE Vehicular Technology Conference,10.1109/VTC2024-Spring62846.2024.10683048,https://doi.org/10.1109/VTC2024-Spring62846.2024.10683048,,,
rec_00105,RIS-assisted Integrated Sensing and Communications: A Subspace Rotation Approach (Invited Paper),"Xiao Meng, Fan Liu, Shihang Lu, Sundeep Prabhakar Chepuri, Christos Masouros",-,,10.1109/radarconf2351548.2023.10149664,-,,,
rec_00380,RIS-Assisted Integrated Sensing and Covert Communication Design,"Langtao Hu, Rui Yang, Lei Wu, Chongwen Huang, Yu’e Jiang, Li Chen, Xiaobo Zhou",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3354247,https://doi.org/10.1109/JIOT.2024.3354247,,,
rec_00428,RIS-Assisted Integrated Sensing and Symbiotic Radio Systems,"Bin Lyu, Haofan Du, Meng Hua, Changsheng You, Ziwei Liu",2025,IEEE Wireless Communications Letters,10.1109/LWC.2025.3535775,https://doi.org/10.1109/LWC.2025.3535775,,,
rec_00370,RIS-assisted ISAC Systems for Industrial Revolution 6.0: Exploring the Near-field and Far-field Coexistence,"Seonghoon Yoo, Jaemin Jung, Seongah Jeong, Jinkyu Kang, Markku Juntti, Joonhyuk Kang",2025,-,-,-,,,
rec_00548,RIS-Assisted ISAC Systems for Robust Secure Transmission With Imperfect Sense Estimation,"Chengjun Jiang, Chensi Zhang, Chongwen Huang, Jianhua Ge, D. Niyato, Chau Yuen",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2025.3534439,https://doi.org/10.1109/TWC.2025.3534439,,,
rec_00582,RIS-Assisted ISAC: Precoding and Phase-Shift Optimization for Mono-Static Target Detection,"Ozlem Tuugfe Demir, Emil Björnson",2024,Global Communications Conference,10.1109/GLOBECOM52923.2024.10901685,https://doi.org/10.1109/GLOBECOM52923.2024.10901685,,,
rec_00405,RIS-Assisted Joint Uplink Communication and Imaging: Phase Optimization and Bayesian Echo Decoupling,"Shengyu Zhu, Zehua Yu, Qinghua Guo, Jinshan Ding, Q. Cheng, T. Cui",2023,-,-,-,,,
rec_00434,RIS-Assisted Joint Waveform Design for PAPR-Aware AAV-Enabled Integrated Sensing and Communication,"Meng Gu, Yaxi Liu, Boxin He, Huangfu Wei, Keping Long",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3543634,https://doi.org/10.1109/TVT.2025.3543634,,,
rec_00655,RIS-Assisted Near-Field Integrated Sensing and Wireless Power Transfer Systems,"Yongsheng Ma, Qianyu Yang, Baoyun Wang",2024,2024 IEEE International Conference on Communications Workshops (ICC Workshops),10.1109/ICCWorkshops59551.2024.10615333,https://doi.org/10.1109/ICCWorkshops59551.2024.10615333,,,
rec_00501,RIS-Assisted Near-Field ISAC for Multi-Target Indication in NLoS Scenarios,"Hang Ruan, Homa Nikbakht, Ruizhi Zhang, Honglei Chen, Yonina C. Eldar Weizmann Institute of Science, Princeton University, University of Electronic Science, T. China, MathWorks, Inc.",2025,-,-,-,,,
rec_00594,RIS-Assisted UAV-Enabled JSAC System: Joint Radio Resource and Phase Shift Optimization Framework,"Y. Tun, György Dán",2023,2023 IEEE Globecom Workshops (GC Wkshps),10.1109/GCWkshps58843.2023.10464969,https://doi.org/10.1109/GCWkshps58843.2023.10464969,,,
rec_00194,RIS-assisted visible light communication systems: A tutorial,"Sylvester Aboagye, Alain R Ndjiongue, Telex MN Ngatched, Octavia A Dobre, H Vincent Poor",2022,IEEE Communications Surveys & Tutorials,10.1109/COMST.2022.3225859,https://doi.org/10.1109/COMST.2022.3225859,,,
rec_00316,RIS-Based Physical Layer Security for Integrated Sensing and Communication: A Comprehensive Survey,"Yongxiao Li, Feroz Khan, Manzoor Ahmed, Aized Amin Soofi, Wali Ullah Khan, C. K. Sheemar, Muhammad Asif, Zhu Han",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3567553,https://doi.org/10.1109/JIOT.2025.3567553,,,
rec_00726,RIS-Enabled Integrated Sensing and Communication With Clutter Suppression for LEO Satellite Systems,"Shili Zhou, Qiucen Wu, Ping Du, Mingji Dong, Xin Miao, Jiaxuan Liu, Yu Zhu",2025,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC65529.2025.11148964,https://doi.org/10.1109/ICCC65529.2025.11148964,,,
rec_00294,RIS-Enabled Passive Radar towards Target Localization,"Ahmad Bazzi, Marwa Chafii",2022,-,-,-,,,
rec_00333,RIS-Enabled Transmitter Design for Joint Radar and Communication,"E. Grossi, M. Lops, L. Venturino",2025,arXiv.org,10.48550/arXiv.2507.06028,https://doi.org/10.48550/arXiv.2507.06028,,,
rec_00531,RIS-Enhanced Cognitive Integrated Sensing and Communication: Joint Beamforming and Spectrum Sensing,"Yongqing Xu, Yong Li, Tony Q. S. Quek",2024,IEEE Journal on Selected Areas in Communications,10.1109/JSAC.2025.3531531,https://doi.org/10.1109/JSAC.2025.3531531,,,
rec_00118,RIS–Assisted Propagation Control in CDMA‐FBMC‐OQAM System,"R. Patra, A. Mahapatro",2024,Internet Technology Letters,10.1002/itl2.621,https://doi.org/10.1002/itl2.621,,,
rec_00535,RISAC: Rate-splitting Multiple Access Enabled Integrated Sensing and Communication Systems,"Zheng Liu, Yuxuan Jin, Bin Cao, Rongxing Lu",2023,ICC 2023 - IEEE International Conference on Communications,10.1109/ICC45041.2023.10279014,https://doi.org/10.1109/ICC45041.2023.10279014,,,
rec_00574,Robust and Secure Beamforming Design for STAR-RIS-Enabled IoE ISAC Systems,"Tao Zhou, Kui Xu, Guojie Hu, Xiaochen Xia, Chunguo Li, Chen Wei, Chengjian Liao",2025,IEEE Internet of Things Journal,10.1109/JIOT.2024.3502669,https://doi.org/10.1109/JIOT.2024.3502669,,,
rec_00419,Robust Beamforming Design for RIS-Aided Integrated Sensing and Communication System,"Mingan Luan, Bo Wang, Zheng Chang, Timo Hämäläinen, Fengye Hu",2023,IEEE transactions on intelligent transportation systems (Print),10.1109/TITS.2023.3248145,https://doi.org/10.1109/TITS.2023.3248145,,,
rec_00420,Robust Joint Active-Passive Beamforming Design for IRS-Assisted ISAC Systems,"Mahmoud Alaaeldin, E. Alsusa, Karim G. Seddik, C. Masouros, Iman Valiulahi",2023,-,-,-,,,
rec_00587,Robust Secure Beamforming Design for Downlink RIS-ISAC Systems Enhanced by RSMA,"Chen Zhang, Shaocheng Qu, Li Zhao, Ziming Wei, Qianqian Shi, Youya Liu",2025,IEEE Wireless Communications Letters,10.1109/LWC.2024.3521211,https://doi.org/10.1109/LWC.2024.3521211,,,
rec_00462,Robust Secure Beamforming for Integrated Sensing and Communication Systems With the Active RIS,"Hao Peng, Chengyan He, Zhaolin Zhang, Chuang Han, Ling Wang",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3492067,https://doi.org/10.1109/TVT.2024.3492067,,,
rec_00645,Robust Secure ISAC: How RSMA and Active RIS Manage Eavesdropper's Spatial Uncertainty,"A. A. Salem, Saeed Abdallah, Mohamed Saad, Khawla A. Alnajjar, Mahmoud A. M. Albreem",2024,IEEE Transactions on Vehicular Technology,10.1109/tvt.2025.3610863,https://doi.org/10.1109/tvt.2025.3610863,,,
rec_00179,Robust structured light in atmospheric turbulence,"Asher Klug, Cade Peters, Andrew Forbes",2023,,10.1117/1.ap.5.1.016006,-,,,
rec_00476,Robust Transmission Design for RIS-Assisted Integrated Sensing and Communication Systems,"Yongqing Xu, Yong Li, Tony Q. S. Quek",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3426042,https://doi.org/10.1109/TVT.2024.3426042,,,
rec_00039,Robust Transmit Beamforming for Secure Integrated Sensing and Communication,"Zixiang Ren, Ling Qiu, Jie Xu, Derrick Wing, Kwan Ng",2023,,10.1109/tcomm.2023.3286461,-,,,
rec_00057,Rotatable Antennas for Integrated Sensing and Communications,"Chao Zhou, Changsheng You, Beixiong Zheng, Xiaodan Shao, Rui Zhang",-,,10.1109/lwc.2025.3580889,-,,,
rec_00005,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,"Peng Chen, Zhimin Chen, Liang Liu, Yun Chen, Xianbin Wang",-,,10.1109/tim.2024.3391338,-,,,
rec_00633,Secrecy-Constrained UAV-Mounted RIS-Assisted ISAC Networks: Position Optimization and Power Beamforming,"Weichao Yang, Yajing Wang, Dawei Wang, Yixin He, Li Li",2025,Drones,10.3390/drones9010051,https://doi.org/10.3390/drones9010051,,,
rec_00600,Secure Beamforming Design for RIS-Assisted Integrated Sensing and Communication Systems,"Chengjun Jiang, Chensi Zhang, Chongwen Huang, Jianhua Ge, Jiguang He, Chau Yuen",2024,IEEE Wireless Communications Letters,10.1109/LWC.2023.3334275,https://doi.org/10.1109/LWC.2023.3334275,,,
rec_00631,Secure Beamforming for Hybrid RIS-Assisted Integrated Sensing and Communication,"Bingqi Zhang, Kaizhi Huang, Ming Yi, Kexin Liu",2025,"Proceedings of the 2025 4th International Conference on Cryptography, Network Security and Communication Technology",10.1145/3723890.3723935,https://doi.org/10.1145/3723890.3723935,,,
rec_00530,Secure Beamforming for RIS-Aided ISAC System With CRB Minimization,"Shuo Yang, Chenhao Qi, Wei-Jian Ci, Wu Luo",2025,IEEE Communications Letters,10.1109/LCOMM.2025.3562748,https://doi.org/10.1109/LCOMM.2025.3562748,,,
rec_00458,Secure Design for RIS-Assisted Multi-Target ISAC Systems,"Xinji Wang, Xin Chen, Haiyang Cao, Zenebe Yetneberk, Chao Liu, Tong-Xing Zheng",2024,2024 International Conference on Ubiquitous Communication (Ucom),10.1109/Ucom62433.2024.10695872,https://doi.org/10.1109/Ucom62433.2024.10695872,,,
rec_00537,Secure Integrated Sensing and Communication Systems Assisted by Active RIS,"Zheng Yang, Siyu Zhang, Gaojie Chen, Zhicheng Dong, Yi Wu, Daniel Benevides da Costa",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3450792,https://doi.org/10.1109/TVT.2024.3450792,,,
rec_00412,Secure Integrated Sensing and Communication Via Intelligent Reflecting Surface,"Meng Hua, Qingqing Wu, Wen Chen",2023,Global Communications Conference,10.1109/GLOBECOM54140.2023.10437309,https://doi.org/10.1109/GLOBECOM54140.2023.10437309,,,
rec_00026,Secure Integrated Sensing and Communications (S-ISAC) Network,"Terry Guo, Husheng Li",-,,10.1109/vtc2024-fall63153.2024.10757770,-,,,
rec_00276,Secure Intelligent Reflecting Surface-Aided Integrated Sensing and Communication,"Meng Hua, Qingqing Wu, Wen Chen, O. Dobre, A. L. Swindlehurst",2022,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3280179,https://doi.org/10.1109/TWC.2023.3280179,,,
rec_00728,Secure ISAC Systems Empowered by Compound Reconfigurable Antenna Arrays,"Meng-Ting Liu, Ming Li, Rang Liu, Qian Liu",2025,-,-,-,,,
rec_00495,Secure Symbol-Level Precoding Design in RIS- Aided ISAC Systems,"Tan Song, Shu Cai, Jun Zhang, Ziqiong Lian",2024,IEEE Wireless Communications and Networking Conference,10.1109/WCNC57260.2024.10571067,https://doi.org/10.1109/WCNC57260.2024.10571067,,,
rec_00369,Security-Ensured Integrated Sensing and Communication (ISAC) Systems Enabled by Phase-Coupled Intelligent Omni-Surfaces (IOS),"Wenlong Sun, Shaohui Sun, Xin Su, Rongke Liu",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3308973,https://doi.org/10.1109/TWC.2023.3308973,,,
rec_00165,Self-adaptive integrated photonic receiver for turbulence compensation in free space optical links,"Andres Ivan Martinez, Gabriele Cavicchi, Seyedmohammad Seyedinnavadeh, Francesco Zanet, Marco Sampietro, Alessandro D 'acierno, Francesco Morichetti, Andrea Melloni",-,,10.1038/s41598-024-70726-7,-,,,
rec_00019,Semi-Passive IRS Enabled Sensing With Group Movable Sensors,"Qiaoyan Peng, Qingqing Wu, Wen Chen, Guangji Chen, Ying Gao, Lexi Xu, Shaodan Ma",2025,,10.1109/lcomm.2025.3560075,-,,,
rec_00494,Semi-Passive RIS Aided Near-Field ISAC: CRB Analysis and Optimization,"Xiequn Dong, Zesong Fei, Meng Hua, Xinyi Wang, Yuanwei Liu",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3534287,https://doi.org/10.1109/TVT.2025.3534287,,,
rec_00519,Sensing for Communication: RIS-Assisted ISAC Coordination Gain Enhancement With Imperfect CSI,"Xiaohui Li, Qi Zhu, Yunpei Chen, Chadi Assi, Yifei Yuan",2025,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3564632,https://doi.org/10.1109/twc.2025.3564632,,,
rec_00566,Sensing Safety Analysis for Vehicular Networks with Integrated Sensing and Communication (ISAC),"Tingyu Shui, Walid Saad, Mingzhe Chen",2025,arXiv.org,10.48550/arXiv.2505.01688,https://doi.org/10.48550/arXiv.2505.01688,,,
rec_00416,Sensing via Orthogonal Time Frequency Space Signalling and Reconfigurable Intelligent Surface,"Ali Parchekani, S. Valaee",2022,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",10.1109/PIMRC54779.2022.9977859,https://doi.org/10.1109/PIMRC54779.2022.9977859,,,
rec_00433,Sensing-Assisted Communication in Vehicular Networks With Intelligent Surface,"Kaitao Meng, Qingqing Wu, Wen Chen, Deshi Li",2022,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3307100,https://doi.org/10.1109/TVT.2023.3307100,,,
rec_00030,Sensing-Assisted Sparse Channel Recovery for Massive Antenna Systems,"Zixiang Ren, Ling Qiu, Jie Xu, Derrick Wing, Kwan Ng",-,,10.1109/tvt.2024.3422663,-,,,
rec_00389,Sensing-Based Beamforming Design for Joint Performance Enhancement of RIS-Aided ISAC Systems,"Xi Qian, Xiaoling Hu, Chenxi Liu, M. Peng, C. Zhong",2023,IEEE Transactions on Communications,10.1109/TCOMM.2023.3299980,https://doi.org/10.1109/TCOMM.2023.3299980,,,
rec_00705,Signal Enhancing: Bi-Static ISAC with IRS-Mounted Target,"Lingqin Kong, Xiaowei Pang, Jie Tang, Nan Zhao, Xianbin Wang, Naofal Aldhahir",2024,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC62479.2024.10681893,https://doi.org/10.1109/ICCC62479.2024.10681893,,,
rec_00522,Simultaneous Beam Training and Target Sensing for RIS-Aided Integrated Sensing and Communication,"Kangjian Chen, Chenhao Qi, O. Dobre",2023,ICC 2023 - IEEE International Conference on Communications,10.1109/ICC45041.2023.10279742,https://doi.org/10.1109/ICC45041.2023.10279742,,,
rec_00104,Simultaneous Beam Training and Target Sensing in ISAC Systems With RIS,"Kangjian Chen, Chenhao Qi, Octavia A Dobre, Geoffrey Ye",2024,,10.1109/twc.2023.3302319,-,,,
rec_00322,Simultaneous Communications and Sensing with Hybrid Reconfigurable Intelligent Surfaces,"Ioannis Gavras, G. C. Alexandropoulos",2024,European Conference on Antennas and Propagation,10.23919/EuCAP63536.2025.10999482,https://doi.org/10.23919/EuCAP63536.2025.10999482,,,
rec_00467,Simultaneous Perfect Anomalous Reflection and Angle of Arrival Sensing in Reconfigurable Intelligent Surfaces,"M. Movahediqomi, Yongming Li, G. Ptitcyn, V. Asadchy, Sergei A. Tretyakov",2024,Advanced Optical Materials,10.1002/adom.202403033,https://doi.org/10.1002/adom.202403033,,,
rec_00150,SiN-On-SOI Optical Phased Array LiDAR for Ultra-Wide Field of View and 4D Sensing,"Baisong Chen, Yingzhi Li, Qijie Xie, Quanxin Na, Min Tao, Ziming Wang, Zihao Zhi, Heming Hu, Xuetong Li, Huan Qu, Yafang He, Xiaolong Hu, Guoqiang Lo, Junfeng Song, J Song Peng",-,,10.1002/lpor.202301360,-,,,
rec_00016,SLM Printed Dual-Band Dual-Polarized Shared-Aperture Filtering Antenna Array for Millimeter-Wave Integrated Sensing and Communication,"Sifan Wu, Jianxing Li, Yujian Li, Sen Yan, Xiu Yin Zhang",-,,10.1109/tap.2024.3353334,-,,,
rec_00273,SNR/CRB-Constrained Joint Beamforming and Reflection Designs for RIS-ISAC Systems,"Rang Liu, Ming Li, Qian Liu, A. L. Swindlehurst",2023,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3341429,https://doi.org/10.1109/TWC.2023.3341429,,,
rec_00478,Space-Time Coding Design for RIS-Assisted Integrated Sensing and Communication System,"Yifei Liu, Liang Wu, Zaichen Zhang, J. Dang, Bin Zhu",2024,IEEE Wireless Communications Letters,10.1109/LWC.2024.3397311,https://doi.org/10.1109/LWC.2024.3397311,,,
rec_00056,Specific Emitter Identification for Integrated Sensing and Communication,"Boxiang He, Fanggang Wang",-,,10.1109/iccworkshops57953.2023.10283766,-,,,
rec_00293,Spectral and Energy Efficient Waveform Design for RIS-Assisted ISAC,"Jinsong Chen, Kai Wu, Jinping Niu, Yanyan Li, Pengfei Xu, J. Andrew Zhang",2025,IEEE Transactions on Communications,10.1109/TCOMM.2024.3435030,https://doi.org/10.1109/TCOMM.2024.3435030,,,
rec_00342,Spectral-Efficient Waveform Design for RIS-Assisted ISAC,"Jinsong Chen, Kai Wu, Jinping Niu, Yanyan Li",2023,International Symposium on Communications and Information Technologies,10.1109/iscit57293.2023.10376126,https://doi.org/10.1109/iscit57293.2023.10376126,,,
rec_00684,Stacked Intelligent Metasurfaces Assisted Integrated-Sensing-and-Resistance Anti Jamming,"Chen Pei, Kaizhi Huang, Liang Jin, Xiaoming Xu, You Zhou, Yuze Guo",2025,IEEE Communications Letters,10.1109/LCOMM.2024.3520510,https://doi.org/10.1109/LCOMM.2024.3520510,,,
rec_00390,Stacked-Intelligent-Surface-Assisted MIMO Integrated Sensing and Communication,"Omran Abbas, Loïc Markley, Anas Chaaban",2025,IEEE Network,10.1109/MNET.2024.3495664,https://doi.org/10.1109/MNET.2024.3495664,,,
rec_00518,STAR-RIS Aided Dynamic Scatterers Tracking for Integrated Sensing and Communications,"Muye Li, Shun Zhang, Yao Ge, Chau Yuen",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3527753,https://doi.org/10.1109/TVT.2025.3527753,,,
rec_00306,STAR-RIS Aided Integrated Sensing and Communication Over High Mobility Scenario,"Muye Li, Shunde Zhang, Yao Ge, Zan Li, Feifei Gao, Pingzhi Fan",2024,IEEE Transactions on Communications,10.1109/TCOMM.2024.3381725,https://doi.org/10.1109/TCOMM.2024.3381725,,,
rec_00567,STAR-RIS Aided Secure Integrated Sensing and Communication,"Xuerong Zhao, Jiahui Hao, Gonghao Cui, Yongkang Wang, Zhe Sun, Yunhui Yi",2025,2025 8th World Conference on Computing and Communication Technologies (WCCCT),10.1109/WCCCT65447.2025.11027959,https://doi.org/10.1109/WCCCT65447.2025.11027959,,,
rec_00513,STAR-RIS Assisted Massive MIMO ISAC System with Partial Zero-Forcing Precoding,"Ashwani Kumar, Malay Chakraborty, Dwikul Jyoti Das, Abhilash Ranjan, Ekant Sharma",2025,IEEE Wireless Communications and Networking Conference,10.1109/WCNC61545.2025.10978628,https://doi.org/10.1109/WCNC61545.2025.10978628,,,
rec_00427,STAR-RIS Enabled ISAC Systems: Joint Rate Splitting and Beamforming Optimization,"Yuan Liu, Ruichen Zhang, Ruihong Jiang, Yongdong Zhu, Huimin Hu, Qiang Ni, Zesong Fei, D. Niyato",2024,arXiv.org,10.48550/arXiv.2411.09154,https://doi.org/10.48550/arXiv.2411.09154,,,
rec_00393,"STAR-RIS for Integrated Communication, Computing, and Sensing","Zahra Rahimian Omam, A. Bagheri, S. Danesh, S. Hosseininejad, O. Yurduseven, Mohsen Khalily",2025,European Conference on Antennas and Propagation,10.23919/EuCAP63536.2025.10999942,https://doi.org/10.23919/EuCAP63536.2025.10999942,,,
rec_00437,STAR-RIS Transceivers: Integrated Sensing and Communication with Pulsed Signals,"Hedieh Taremizadeh, E. Grossi, L. Venturino",2025,-,-,-,,,
rec_00468,STAR-RIS-Aided Full-Duplex ISAC Systems: A Novel Meta Reinforcement Learning Approach,"Prajwalita Saikia, Anand Jee, Keshav Singh, Shahid Mumtaz, Wan-Jen Huang",2023,Global Communications Conference,10.1109/GLOBECOM54140.2023.10437059,https://doi.org/10.1109/GLOBECOM54140.2023.10437059,,,
rec_00446,STAR-RIS-Assisted Communication Radar Coexistence: Analysis and Optimization,"Anastasios K. Papazafeiropoulos, P. Kourtessis, S. Chatzinotas",2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3394521,https://doi.org/10.1109/TVT.2024.3394521,,,
rec_00719,STAR-RIS-Assisted Multicast Communications in DFRC-UAV-Enabled ISAC Systems,"Longshen Chen., Jia Zhu, Yulong Zou, Yulei Lou, Yizhi Li",2025,IEEE Communications Letters,10.1109/LCOMM.2024.3505896,https://doi.org/10.1109/LCOMM.2024.3505896,,,
rec_00571,STAR-RIS-Enabled Anti-Jamming Design for Secure Integrated Sensing and Communication Systems,"Zhongyi Xie, Hongyi Bian, Yu Yao, Zhe Zhang, Feng Shu",2024,International Conference on Wireless Communications and Signal Processing,10.1109/WCSP62071.2024.10826880,https://doi.org/10.1109/WCSP62071.2024.10826880,,,
rec_00541,STAR-RIS-Enabled Full-Duplex Integrated Sensing and Communication System,"Yu Liu, Gaojie Chen, Yun Wen, Qu Luo, Chiya Zhang, D. Niyato",2024,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3573641,https://doi.org/10.1109/twc.2025.3573641,,,
rec_00678,STARS Enabled Full-Space Integrated Sensing and Communications,"Zheng Zhang, Mohsen Khalily, Mahtab Mirmohseni, Jian Chen",2023,2023 International Conference on Ubiquitous Communication (Ucom),10.1109/Ucom59132.2023.10257580,https://doi.org/10.1109/Ucom59132.2023.10257580,,,
rec_00297,STARS Enabled Integrated Sensing and Communications: A CRB optimization Perspective,"Zhao-Jie Wang, Xidong Mu, Yuanwei Liu",2022,IEEE Vehicular Technology Conference,10.1109/TWC.2023.3245297,https://doi.org/10.1109/VTC2022-Fall57202.2022.10013032,,,
rec_00732,"STARS for Integrated Sensing and Communications: Challenges, Solutions, and Future Directions","Zheng Zhang, Zhao-Jie Wang, Xidong Mu, Jian Chen, Yuanwei Liu",2023,arXiv.org,10.48550/arXiv.2309.17321,https://doi.org/10.48550/arXiv.2309.17321,,,
rec_00721,STWiMob'2022: 2022 Fifteen International Workshop on Selected Topics in Mobile and Wireless Computing - Program,-,2022,"2022 18th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)",10.1109/wimob55322.2022.9941638,https://doi.org/10.1109/wimob55322.2022.9941638,,,
rec_00654,Sub-terahertz transmissive reconfigurable intelligent surface for integrated beam steering and self-OOK-modulation,"Dongfang Shen, Feng Lan, Luyang Wang, Tianyang Song, Munan Yang, Tianyu Hu, Yueting Li, Xiaolei Nie, Jiayao Yang, Shixiong Liang, Hongxin Zeng, Huifang Zhang, Pinaki Mazumder, Ziqiang Yang, Yaxin Zhang, T. Cui",2025,Light: Science & Applications,10.1038/s41377-024-01690-0,https://doi.org/10.1038/s41377-024-01690-0,,,
rec_00488,Sum Rate and Cramér-Rao Lower Bound Analysis for RIS-Assisted Multiuser Large-Antenna ISAC,"Smriti Uniyal, N. Nguyen, Guddu Kumar, M. Di Renzo, Markku J. Juntti",2025,IEEE Wireless Communications and Networking Conference,10.1109/WCNC61545.2025.10978368,https://doi.org/10.1109/WCNC61545.2025.10978368,,,
rec_00318,Sum-Rate Maximization for RIS-Assisted Integrated Sensing and Communication Systems With Manifold Optimization,"Eyad Shtaiwi, Hongliang Zhang, Ahmed Abdelhadi, A. L. Swindlehurst, Zhu Han, H. Poor",2023,IEEE Transactions on Communications,10.1109/TCOMM.2023.3277872,https://doi.org/10.1109/TCOMM.2023.3277872,,,
rec_00051,Superposed IM-OFDM (S-IM-OFDM): An Enhanced OFDM for Integrated Sensing and Communications,"Zonghui Yang, Shijian Gao, Xiang Cheng, Liuqing Yang",2024,,10.1109/tvt.2024.3412213,-,,,
rec_00137,Survey of next-generation optical wireless communication technologies for 6G and Beyond 6G,"Huy Nguyen, Yeong Min Jang",2025,,10.1016/j.icte.2025.04.006,-,,,
rec_00586,Target Detection in ISAC Systems with Active RISs: A Multi-Perspective Observation Approach,"Shoushuo Zhang, Rang Liu, Ming Li, Wei Wang, Qian Liu",2025,-,10.1109/tccn.2025.3573418,-,,,
rec_00724,Target localization and communication for remote sensing with use case of self-supervised learning in plant disease detection,"A. Taneja, S. Rani",2025,International Journal of Remote Sensing,10.1080/01431161.2024.2448310,https://doi.org/10.1080/01431161.2024.2448310,,,
rec_00650,Target State Tracking in Semi-Passive RIS-Aided ISAC Wireless Communication Systems,"Miaozhi Huang, Xiaoqing Wang, Yunhe Xu, Fei Du, S. Geng, Xiongwen Zhao",2024,"International Symposium on Antennas, Propagation and EM Theory",10.1109/ISAPE62431.2024.10840604,https://doi.org/10.1109/ISAPE62431.2024.10840604,,,
rec_00140,Tbps wide-field parallel optical wireless communications based on a metasurface beam splitter,"Yue Wu, Ji Chen, Yin Wang, Zhongyi Yuan, Chunyu Huang, Jiacheng Sun, Chengyi Feng, Muyang Li, Kai Qiu, Shining Zhu, Zaichen Zhang, Tao Li",-,,10.1038/s41467-024-52056-4,-,,,
rec_00714,Terahertz Independently Encoded 1-Bit HEMT-Embedded RIS,"Yueting Li, F. Lan, Luyang Wang, Tianyang Song, Munan Yang, Yaxin Zhang, Ziqiang Yang",2023,2023 Cross Strait Radio Science and Wireless Technology Conference (CSRSWTC),10.1109/CSRSWTC60855.2023.10427087,https://doi.org/10.1109/CSRSWTC60855.2023.10427087,,,
rec_00050,TERAHERTZ INTEGRATED SENSING AND COMMUNICATION-EMPOWERED UAVs IN 6G A Transceiver Design Perspective,"Ruoyu Zhang, Wen Wu, Xiaoming Chen, Zhen Gao, Yueming Cai",-,,10.1109/mvt.2025.3531088,-,,,
rec_00084,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,"Francesco Matera, Marina Settembre, Ernestina Cianca, Marina Ruggieri, Arcangela Rago, Alessio Fascista, Giuseppe Piro, Luigi Alfredo Grieco, Francesco Malandrino, Simone Morosi",-,,10.1109/isse63315.2024.10741118,-,,,
rec_00391,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications -A Survey,"A. Tishchenko, M. Khalily, Arman Shojaeifard, Fraser Burton, Emil Björnson, Marco Di Renzo, R. Tafazolli",2025,IEEE Communications Surveys &amp; Tutorials,10.1109/comst.2024.3519785,https://doi.org/10.1109/comst.2024.3519785,,,
rec_00749,The Interplay of DMA and RIS for Near-Field Integrated Sensing and Symbiotic Radio Systems,"Zhengyu Zhu, Mengke Ning, Gangcan Sun, Zheng Chu, Peijia Liu, Bo Ai, Inkyu Lee",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3570012,https://doi.org/10.1109/JIOT.2025.3570012,,,
