record_id,doi_or_id,venue,year,title,authors,SRC,TRACE,architecture,channel_regime,wavelength_nm,primary_outcome,task_domain,data_availability,opa_N_elements,opa_pitch_um,opa_phase_bits,opa_scan_range_deg,opa_scan_rate_hz,ris_size_elems,ris_lattice,ris_phase_states,ris_response_ms,ris_fill_factor,z_total_m,nlos_geometry,Cn2,r0_m,rytov_var,regime,pillar_WD_JD,pillar_RC_PR_T,pillar_BN_RIS,pillar_RPB_Kol,pillar_HW_Q_CTRL,optimizer,training_signal,snr_db,sinr_db,ber,evm_pct,psl_db,islr_db,hpbw_deg,contrast,roc_auc,crb_unit,runtime_s,mem_gb,baselines_present,realism_score,rob_overall,normalization_notes,notes
elicit-2025-09-18-0216,10.1109/LWC.2025.3528080,conf,2025,Joint Active and Passive Beamforming Design for Secure RIS-Aided ISAC System,"Jianglin Ye, Jianxin Dai, Cunhua Pan, Kezhi Wang, Jingjing Li",ELICIT,DIRECT,other,NLoS,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=111.041] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While there is a RIS-based system, there's no mention of OPA→RIS cascading. | Reasoning for ""Comparators/Baselines Reported""=The study compares against ""random phase and separate beamforming schemes."" | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide wavelength, propagation distance, or aperture size information. | Reasoning for ""OPA Present (optical phased array)""=There is no mention of optical phased arrays in the abstract. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the work is in the optical regime or RF/mmWave. The mention of ""base station"" and general RIS terminology suggests this might be RF-based. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is present, there's no indication it's an optical metasurface. | Reasoning for ""Free-Space Optical Systems""=While NLoS scenarios are mentioned, it's not explicitly stated whether this is free-space optical. | Reasoning for ""ISAC Applications""=The study explicitly mentions ""integrated sensing and communication (ISAC) system."" | Reasoning for ""Non-Line-of-Sight Scenarios""=The study explicitly mentions ""non-line-of-sight (NLoS) covered areas."" | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically mention optical phased arrays (OPAs) in a cascaded configuration with reconfigurable intelligent surfaces (RIS). It appears to be a general RIS-aided system without explicit OPA components. | Reasoning for ""Quantitative Performance Metrics""=The study mentions ""sensing performance"" and ""secrecy rate"" as metrics. | Reasoning for ""Substantial Technical Content""=The study appears to be a technical analysis with optimization framework and numerical results. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric turbulence parameters. | Reasoning for ""Screening judgement""=The study appears to be a RF-based RIS system lacking optical domain components, with no evidence of optical phased arrays or metasurfaces. While demonstrating technical depth in ISAC and NLoS scenarios, the research fails to meet critical screening criteria related to optical systems and OPA-RIS cascaded architecture. Consequently, the paper does not align with the specified optical research parameters."
elicit-2025-09-18-0226,10.1109/ACP/IPOC63121.2024.10809945,conf,2024,All-Optical Computing for Super-Resolution Direction of Arrival Estimation,"Sheng Gao, Hang Chen, Haiou Zhang, Zhi Sun, Yuan Shen, Xing Lin",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.7] [tier=T1] [rank=111.003] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=There is no clear indication of an OPA→RIS cascaded path in the paper. | Reasoning for ""Comparators/Baselines Reported""=The paper mentions comparison with commercial devices and discusses performance improvements (four times higher resolution than diffraction limit). | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract mentions frequency bandwidth (5 GHz) but does not specify wavelength or propagation distances. | Reasoning for ""OPA Present (optical phased array)""=There is no explicit mention of optical phased arrays in the paper. | Reasoning for ""Optical Domain (not RF)""=The paper appears to focus on RF frequencies (5 GHz bandwidth mentioned) rather than the optical regime. | Reasoning for ""Optical RIS/Metasurface Present""=While meta-structures are mentioned, they appear to be used for DOA estimation rather than as an optical RIS. The RIS mentioned is in the context of integrated sensing and communication but not clearly optical. | Reasoning for ""Free-Space Optical Systems""=The paper appears to focus on RF rather than free-space optical systems. | Reasoning for ""ISAC Applications""=The paper explicitly mentions integrated sensing and communication applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=Non-line-of-sight scenarios are not explicitly mentioned in the abstract. | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not explicitly describe an OPA-RIS cascaded configuration, and while it mentions ""integrated sensing and communication"" with RIS, it is not clear if this involves an OPA cascade. | Reasoning for ""Quantitative Performance Metrics""=The paper mentions angular resolution improvements and estimation delay metrics. | Reasoning for ""Substantial Technical Content""=The paper appears to be a substantial technical paper with experimental results and theoretical analysis. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric turbulence or channel conditions in the paper. | Reasoning for ""Screening judgement""=The research primarily focuses on RF-based diffractive neural networks for direction of arrival estimation, lacking clear optical phased array or reconfigurable intelligent surface configurations. While demonstrating technical sophistication in electromagnetic wave processing, the study does not meet key screening criteria related to optical domain, OPA-RIS cascaded architecture, or free-space optical communication systems. The work appears more aligned with RF sensing and communication technologies rather than the specified optical research parameters."
elicit-2025-09-18-0248,10.1109/TVT.2023.3324448,journal,2024,Nested Tensor-Based Framework for ISAC Assisted by Reconfigurable Intelligent Surface,"Yuan Cheng, Jianhe Du, Jianbo Liu, Libiao Jin, Xingwang Li, D. B. da Costa",ELICIT,DIRECT,other,,,,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=102.836] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract doesn't describe a cascaded OPA→RIS configuration. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions ""superior ISAC performance"" but doesn't explicitly describe baselines or comparisons. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract doesn't provide any physical parameters like wavelength or distances. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the system operates in the optical domain. There's no mention of wavelengths, lasers, or optical components. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it's not specified whether it's optical or RF-based. | Reasoning for ""Free-Space Optical Systems""=The abstract doesn't specify whether it's dealing with free-space optical systems. | Reasoning for ""ISAC Applications""=This is explicitly mentioned and is a central focus of the paper. | Reasoning for ""Non-Line-of-Sight Scenarios""=Not mentioned in the abstract. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically discuss OPAs or a cascaded configuration with RIS. It focuses on a general ISAC system with RIS. | Reasoning for ""Quantitative Performance Metrics""=While the abstract mentions ""detection and localization accuracy,"" it doesn't specify exact metrics. | Reasoning for ""Substantial Technical Content""=This appears to be a technical paper with simulation results and theoretical analysis. | Reasoning for ""Turbulent Channel Conditions""=No mention of atmospheric conditions or turbulence parameters. | Reasoning for ""Screening judgement""=The abstract describes an integrated sensing and communication (ISAC) system using reconfigurable intelligent surfaces, but lacks specific details about optical domain implementation, optical phased arrays, or free-space optical systems. While the study demonstrates technical depth in ISAC applications, it does not provide clear evidence of meeting the optical-specific screening criteria. The research appears to be a general RIS-ISAC framework without explicit optical system characteristics."
elicit-2025-09-18-0286,10.1109/JIOT.2024.3397736,journal,2024,Rate-Splitting Multiple Access for Transmissive Reconfigurable Intelligent Surface Transceiver Empowered ISAC Systems,"Ziwei Liu, Wen Chen, Qing-Bin Wu, Jinghong Yuan, Shanshan Zhang, Zhendong Li, Jun Li",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=111.598] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not discuss any cascaded paths or an OPA→RIS configuration. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparing the proposed scheme with other approaches through numerical simulations, indicating the presence of comparators or baselines. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not mention wavelength, propagation distance, or aperture sizes. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention the use of an optical phased array. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the work is in the optical or RF domain, and there is no mention of wavelengths, lasers, or optical components, so it is unclear if the work is in the optical regime. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned (TRIS), it is not specified as an optical RIS, and the context suggests this might be an RF-based system. | Reasoning for ""Free-Space Optical Systems""=The abstract does not indicate that this is about free-space optical systems. | Reasoning for ""ISAC Applications""=The abstract explicitly states that the paper focuses on integrated sensing and communications (ISAC). | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract does not mention any non-line-of-sight scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically discuss OPAs or a cascaded configuration with RIS, so there is no clear indication of an OPA-RIS cascaded architecture. | Reasoning for ""Quantitative Performance Metrics""=The abstract reports on communication and sensing QoS metrics, though specific metrics are not detailed. | Reasoning for ""Substantial Technical Content""=The abstract indicates that this is a technical paper with optimization algorithms, numerical simulations, and detailed analysis, suggesting substantial technical content. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention any atmospheric turbulence or channel conditions. | Reasoning for ""Screening judgement""=The research focuses on a transmissive reconfigurable intelligent surface (TRIS) for integrated sensing and communications, but lacks clear evidence of optical domain operation, optical phased arrays, or cascaded architecture. While demonstrating substantial technical content with optimization techniques and performance metrics, the study appears more aligned with RF-based systems rather than optical communication technologies. Critical screening criteria related to optical systems and OPA-RIS configurations remain unaddressed."
elicit-2025-09-18-0290,10.1109/MILCOM61039.2024.10774028,conf,2024,Enhancing Battlefield Awareness: An Aerial RIS-assisted ISAC System with Deep Reinforcement Learning,"Hyunsang Cho, Seonghoon Yoo, Bang Chul Jung, Joonhyuk Kang",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=110.962] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While there is a path from the access point (AP) to the aerial RIS (ARIS) to the users, this is not specifically an OPA→RIS cascade. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions ""conventional benchmark schemes"" for comparison, indicating that the study includes comparators or baselines. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide information about the wavelength, propagation distance, or aperture size of the system. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays. The system appears to use conventional beamforming rather than an optical phased array. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the system operates in the optical domain. There is no mention of wavelengths, lasers, or optical components, suggesting it is likely an RF-based system. | Reasoning for ""Optical RIS/Metasurface Present""=While the system includes a RIS, it is not specified as an optical RIS. The context suggests this is likely an RF-based RIS. | Reasoning for ""Free-Space Optical Systems""=While the system is aerial-based, the abstract does not explicitly state that it is a free-space optical system. | Reasoning for ""ISAC Applications""=The abstract explicitly states that the paper focuses on integrated sensing and communication (ISAC) applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract does not mention non-line-of-sight (NLoS) optical communication scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically mention optical phased arrays (OPAs) in a cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). It appears to be a general RIS system rather than an OPA-RIS cascade. | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions SINR as a performance metric, indicating that the study reports quantitative performance metrics. | Reasoning for ""Substantial Technical Content""=The abstract indicates that this is a technical paper with simulation results and optimization using deep reinforcement learning, suggesting substantial technical content. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention any atmospheric turbulence parameters or quantified channel conditions. | Reasoning for ""Screening judgement""=The abstract describes an aerial reconfigurable intelligent surface (ARIS) system for integrated sensing and communication, but lacks clear evidence of optical domain operation, optical phased arrays, or specific optical physics parameters. While the study demonstrates technical depth with deep reinforcement learning and performance metrics, it appears to be a conventional RF-based RIS system rather than an optical OPA-RIS configuration."
elicit-2025-09-18-0314,10.1109/LCOMM.2025.3552616,conf,2025,Outage Constrained Design for RIS-Assisted Integrated Sensing and Communication Systems,"Xingxing Huang, Guoping Zhang, Hongbo Xu, Dong Wang, Kunyu Li, Ze Wang",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=107.803] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not mention a cascaded path or OPA→RIS configuration, so this criterion is not met. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparing performance under different channel error conditions, so this criterion is partially met. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not mention wavelength, propagation distance, or aperture size, so this criterion is not met. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays, which is a critical missing element. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the work is in the optical or RF domain, which is a critical uncertainty. | Reasoning for ""Optical RIS/Metasurface Present""=While the abstract mentions RIS, it does not specify if it is optical or RF-based, which is a critical uncertainty. | Reasoning for ""Free-Space Optical Systems""=The abstract does not specify if this is for free-space optical systems. | Reasoning for ""ISAC Applications""=The abstract explicitly mentions an ""integrated sensing and communication (ISAC) framework."" | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract does not mention non-line-of-sight scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically mention OPAs or a cascaded configuration, which is a critical missing element for this criterion. | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions rate outage probability and beampattern gain as quantitative performance metrics. | Reasoning for ""Substantial Technical Content""=The abstract indicates this is a technical study with optimization algorithms and numerical results, so this criterion is met. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention turbulent channel conditions. | Reasoning for ""Screening judgement""=The abstract lacks critical specifications about optical domain operation, optical phased arrays, and cascaded architecture, creating significant uncertainty about the system's fundamental characteristics. While the study addresses integrated sensing and communication with quantitative performance metrics, it fails to provide key details about wavelength, propagation distance, and optical system configuration. The research appears technically substantive but does not clearly demonstrate alignment with the specific screening criteria for optical phased array and reconfigurable intelligent surface systems."
elicit-2025-09-18-0330,10.1109/LWC.2025.3540555,conf,2025,Sum Secrecy Rate Optimization in RIS-Assisted ISAC Systems: A Manifold-Based Framework,"Mohamed Elsayed, Ahmed S. Ibrahim, Mahmoud H. Ismail, Ahmed Samir",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=111.041] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not mention a cascaded path between the OPA and RIS. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparison with ""classical optimization approaches"" for performance evaluation. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide information about wavelength, propagation distance, or aperture. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention the use of optical phased arrays. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the system operates in the optical or RF domain. There is no mention of wavelengths, lasers, or optical components. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, there is no indication that it is an optical RIS. | Reasoning for ""Free-Space Optical Systems""=The abstract does not explicitly mention free-space optical systems. | Reasoning for ""ISAC Applications""=The abstract explicitly focuses on integrated sensing and communication (ISAC) systems. | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract mentions a ""multi-cluttered environment"" but does not specifically address non-line-of-sight scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically mention OPAs or a cascaded configuration with RIS. It focuses on RIS-assisted ISAC systems instead. | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions sum secrecy rate (SSR), SCNR, and SINR as quantitative performance metrics. | Reasoning for ""Substantial Technical Content""=The abstract indicates that this is a technical study with optimization algorithms and performance analysis. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention any atmospheric turbulence parameters. | Reasoning for ""Screening judgement""=The abstract describes an ISAC system with RIS optimization, but lacks specific optical domain characteristics, OPA components, and cascaded architecture details. While demonstrating substantial technical content with performance metrics, the study does not meet critical screening criteria related to optical systems, phased arrays, and free-space optical communication. The research appears more focused on general RIS-assisted communication systems rather than the specific optical configurations sought in the screening process."
elicit-2025-09-18-0343,10.1109/ICCIA62557.2024.10719132,conf,2024,MUSIC-Based Moving Target Estimation in RIS-aided ISAC Systems under NLoS Scenarios,"Fan Yang, Peichan Zhang, Yi Peng, Jun-qing Ye, Zhen Chen, Lei Huang",ELICIT,DIRECT,other,NLoS,,,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=101.803] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not mention a cascaded path or OPA→RIS configuration. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions ""conventional methods"" as a comparison point, so this criterion is partially met. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide wavelength, propagation distance, or aperture size information. | Reasoning for ""OPA Present (optical phased array)""=There is no mention of optical phased arrays in the abstract. The system appears to be RF-based. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the work is in the optical or RF domain. Given the mention of OFDM and MUSIC algorithm, the system appears to be RF-based rather than optical. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, there is no indication that it is an optical RIS. The context suggests an RF implementation. | Reasoning for ""Free-Space Optical Systems""=The abstract mentions NLoS scenarios but does not specify if it is optical or RF. | Reasoning for ""ISAC Applications""=ISAC is explicitly mentioned and is a central focus of the paper, so this criterion is met. | Reasoning for ""Non-Line-of-Sight Scenarios""=NLoS scenarios are explicitly mentioned in the abstract, so this criterion is met. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically mention OPAs or a cascaded configuration, which is a critical missing element for this criterion. | Reasoning for ""Quantitative Performance Metrics""=While the abstract mentions ""accuracy"" of estimation, it does not explicitly specify metrics like SNR, BER, etc. | Reasoning for ""Substantial Technical Content""=The abstract indicates that this is a technical paper with simulation results and algorithmic contributions, so this criterion is met. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric turbulence parameters in the abstract. | Reasoning for ""Screening judgement""=The research focuses on RF-based RIS and ISAC technologies with NLoS scenarios, but lacks critical optical domain specifications and OPA components. While demonstrating substantial technical content and addressing ISAC applications, the study does not meet key screening criteria related to optical phased arrays, wavelength specifications, and optical RIS implementation. The work appears more aligned with RF communication systems rather than optical communication architectures."
elicit-2025-09-18-0348,10.1109/TWC.2023.3339151,journal,2022,Joint Localization and Information Transfer for Reconfigurable Intelligent Surface Aided Full-Duplex Systems,"Z. Shao, Xiaojun Yuan, Wei Zhang, Marco Di Renzo",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=107.882] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=No cascaded path is described in the abstract. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparing performance through numerical results but doesn't specify clear baselines. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not mention wavelength, propagation distance, or aperture size. | Reasoning for ""OPA Present (optical phased array)""=There is no mention of optical phased arrays in the abstract. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the work is in the optical or RF domain. The mention of ""reflection modulation"" could apply to either domain, but there's no explicit mention of optical components or wavelengths. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it's not specified as an optical RIS or metasurface. | Reasoning for ""Free-Space Optical Systems""=The abstract doesn't specify whether this is free-space or fiber-optic. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on integrated sensing and communication. | Reasoning for ""Non-Line-of-Sight Scenarios""=Non-line-of-sight scenarios are not explicitly mentioned. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not mention optical phased arrays (OPAs) or a cascaded configuration with reconfigurable intelligent surfaces (RIS). The RIS appears to be used for sensing and communication, but not in a cascaded configuration with OPA. | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions using Bayesian Cramér-Rao bound for analysis, indicating some quantitative metrics. | Reasoning for ""Substantial Technical Content""=This appears to be a technical paper with algorithm development and numerical analysis. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric turbulence or channel conditions. | Reasoning for ""Screening judgement""=The study focuses on reconfigurable intelligent surfaces for integrated sensing and communication, but lacks specific optical domain characteristics and does not demonstrate an optical phased array or cascaded architecture. While technically robust with quantitative performance metrics, the research fails to meet key screening criteria related to optical systems, wavelength specification, and OPA-RIS configurations. The work appears more aligned with general RIS-based communication research rather than a targeted optical system investigation."
elicit-2025-09-18-0357,10.1109/TCOMM.2023.3344143,journal,2023,Joint Beamforming for RIS-Assisted Integrated Sensing and Communication Systems,"Graduate Student Member Ieee Yongqing Xu, Member Ieee Yong Li, S. M. I. J. Andrew Zhang, Fellow Ieee Marco Di Renzo, F. I. Tony Q. S. Quek, Li",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=113.028] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not mention a cascaded path or OPA→RIS configuration. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparing two optimization techniques (AO-SDR-ODI vs AO-RG) and discusses performance comparisons. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide any physical parameters like wavelength, distance, or aperture size. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention the use of an optical phased array. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the system operates in the optical domain or RF domain, and there is no mention of wavelengths, lasers, or optical components. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it is not specified as an optical RIS or metasurface. | Reasoning for ""Free-Space Optical Systems""=The abstract does not mention free-space optical systems. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on Integrated Sensing and Communication (ISAC) applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract does not mention non-line-of-sight (NLoS) scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically mention optical phased arrays or a cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions specific metrics including radar mutual information, communication rates, and mean-squared-error (MSE). | Reasoning for ""Substantial Technical Content""=The paper appears to be a technical paper with optimization algorithms and simulation results. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention atmospheric turbulence or channel conditions. | Reasoning for ""Screening judgement""=The abstract describes an Integrated Sensing and Communication (ISAC) system with RIS-assisted beamforming optimization techniques, but lacks specific details about optical domain implementation. Critical screening criteria related to optical phased arrays, wavelength specifications, and free-space optical systems are not addressed, suggesting the research may focus on RF rather than optical communication systems. While the paper demonstrates technical depth with optimization algorithms and performance metrics, it does not meet the key requirements for an optical RIS-based study."
elicit-2025-09-18-0362,10.1109/GLOBECOM52923.2024.10901805,conf,2024,Federated Learning in ISAC Systems: Bridging Satellite and RIS-Enhanced Terrestrial Networks,"S. Pala, Keshav Singh, Chih-Peng Li, O. Dobre, T. Duong",ELICIT,DIRECT,other,,,to-verify,ISAC,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Elicit: Include] [score=2.5] [tier=T1] [rank=110.803] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not explicitly mention a cascaded OPA→RIS path. | Reasoning for ""Comparators/Baselines Reported""=The study compares their F-DDPG approach against DQN, traditional DDPG, and DQN techniques. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide any specific physical parameters like wavelength or distances. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether the system operates in the optical domain. There is no mention of wavelengths, lasers, or optical components. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it is not specified whether it is optical or RF-based. | Reasoning for ""Free-Space Optical Systems""=While satellite communications are mentioned, it is not clear if these are free-space optical systems. | Reasoning for ""ISAC Applications""=The abstract explicitly mentions ""integrated sensing and communication systems."" | Reasoning for ""Non-Line-of-Sight Scenarios""=Non-line-of-sight scenarios are not explicitly mentioned. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not specifically discuss OPAs or a cascaded configuration with RIS. It focuses on general RIS applications in satellite and terrestrial networks. | Reasoning for ""Quantitative Performance Metrics""=The study mentions power requirements and SINR thresholds. | Reasoning for ""Substantial Technical Content""=This appears to be a technical study with an analytical framework and simulation results. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric turbulence parameters. | Reasoning for ""Screening judgement""=The abstract describes a RIS-based communication system using federated deep reinforcement learning, but lacks specific details about optical domain operation, optical phased arrays, or cascaded architectures. While the study demonstrates technical depth in integrated sensing and communication systems, it does not meet the critical screening criteria related to optical technologies and OPA-RIS configurations. The research appears to be a general RIS study without the specialized optical focus required by the screening criteria."
