record_id,doi_or_id,reason,notes
elicit-2025-09-18-0087,10.1109/TWC.2024.3382192,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=0.1] [tier=T4] [rank=9.992] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The paper does not mention or imply the use of a cascaded OPA-RIS path. | Reasoning for ""Comparators/Baselines Reported""=The paper mentions a comparison with ""schemes with known channel state information"" and reports a 61% improvement. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The paper mentions some parameters, but they are not the specific optical parameters required (wavelength, distance, aperture). | Reasoning for ""OPA Present (optical phased array)""=The paper does not mention the use of an optical phased array (OPA). The system uses THz wireless technology instead. | Reasoning for ""Optical Domain (not RF)""=The paper focuses on terahertz (THz) wireless systems, which is not in the optical regime (nm wavelengths). While THz has some optical properties, it is typically considered part of the RF/microwave spectrum, not the optical domain. | Reasoning for ""Optical RIS/Metasurface Present""=While the paper uses a Reconfigurable Intelligent Surface (RIS), it is in the THz domain, not the optical domain. There is no mention of an optical RIS or metasurface. | Reasoning for ""Free-Space Optical Systems""=The paper focuses on a THz wireless system, not a free-space optical communication system. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on joint sensing and communication applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The paper does not explicitly mention non-line-of-sight (NLoS) optical communication scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not investigate Optical Phased Arrays (OPAs) in cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). There is no indication of an OPA or a cascaded OPA-RIS configuration in the paper. | Reasoning for ""Quantitative Performance Metrics""=The paper reports quantitative performance metrics, including reliability improvements. | Reasoning for ""Substantial Technical Content""=The paper is a detailed technical paper with theoretical analysis and simulations, indicating substantial technical content. | Reasoning for ""Turbulent Channel Conditions""=The paper does not mention any atmospheric turbulence parameters. | Reasoning for ""Screening judgement""=The research focuses on terahertz wireless systems with joint sensing and communication, which fundamentally differs from optical phased array architectures. Critical screening criteria related to optical domain, optical phased arrays, and optical RIS are not met, rendering the paper unsuitable for the systematic review. The study's technical approach and frequency domain (THz) represent a distinct technological paradigm from the targeted optical communication research."
elicit-2025-09-18-0088,10.1109/WCSP62071.2024.10827223,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=0.1] [tier=T4] [rank=8.403] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While there is beamforming, it's not a cascaded OPA→RIS configuration. | Reasoning for ""Comparators/Baselines Reported""=The paper mentions comparing their approach with baseline schemes and reports specific performance improvements (9.48 dB). | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract doesn't mention wavelength, propagation distance, or aperture size. | Reasoning for ""OPA Present (optical phased array)""=No optical phased array is mentioned or used in the study. | Reasoning for ""Optical Domain (not RF)""=The paper clearly operates in the RF domain, discussing base stations and IoT networks without any mention of optical components or wavelengths. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is present, it's a STAR-RIS operating in the RF domain, not an optical metasurface. | Reasoning for ""Free-Space Optical Systems""=This is an RF-based system, not a free-space optical system. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on integrated sensing and communication (ISAC) applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract doesn't mention NLoS scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not investigate Optical Phased Arrays (OPAs) in cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). Instead, it focuses on RF-based RIS with active and passive beamforming. | Reasoning for ""Quantitative Performance Metrics""=The study reports SINR as a key performance metric. | Reasoning for ""Substantial Technical Content""=This appears to be a full technical paper with optimization algorithms and simulation results. | Reasoning for ""Turbulent Channel Conditions""=No mention of atmospheric turbulence or channel conditions. | Reasoning for ""Screening judgement""=The study focuses on RF-based STAR-RIS and ISAC technologies for IoT networks, operating in the radio frequency domain rather than optical wavelengths. Despite demonstrating substantial technical depth with optimization algorithms and performance metrics, the research fundamentally lacks optical components, phased arrays, and free-space optical system characteristics. Consequently, the work does not meet the specified screening criteria for optical domain research."
elicit-2025-09-18-0089,-,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence; no metrics/key-physics,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=4.974] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract describes a system with RIS, but not in a cascaded configuration with OPA. | Reasoning for ""Comparators/Baselines Reported""=The abstract explicitly mentions comparison with a ""no-RIS baseline scheme."" | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide wavelength, propagation distance, or aperture size information. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays. The system appears to be RF-based. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify the frequency domain, but the context of passive radar strongly suggests the system is RF-based rather than optical. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is present, there's no indication it's an optical metasurface. The context suggests an RF implementation. | Reasoning for ""Free-Space Optical Systems""=The system appears to be RF-based rather than optical. | Reasoning for ""ISAC Applications""=The abstract explicitly mentions ""integrated sensing and communication (ISAC)."" | Reasoning for ""Non-Line-of-Sight Scenarios""=Non-line-of-sight scenarios are not explicitly mentioned in the abstract. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not mention Optical Phased Arrays (OPAs) or a cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). The system appears to be a general RIS implementation, likely RF-based given the radar context. | Reasoning for ""Quantitative Performance Metrics""=While the abstract mentions ""superior performance,"" it doesn't specify the exact metrics used. | Reasoning for ""Substantial Technical Content""=The paper appears to be a technical paper with optimization problems and numerical simulations. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention any atmospheric conditions or turbulence parameters. | Reasoning for ""Screening judgement""=The study focuses on a radar-based integrated sensing and communication system using a reconfigurable intelligent surface, but lacks key optical domain characteristics such as wavelength, optical phased arrays, or free-space optical components. While demonstrating technical depth with optimization and numerical simulations, the research appears to be RF-based and does not meet the specified optical system screening criteria."
elicit-2025-09-18-0090,10.1109/IOTM.001.2400042,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence; no metrics/key-physics,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=1.816] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=No discussion of any cascaded paths or optical links. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions different perspectives of cooperation but doesn't explicitly discuss comparative baselines. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=No mention of wavelength, propagation distance, or aperture sizes. | Reasoning for ""OPA Present (optical phased array)""=No mention of optical phased arrays. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify any optical components or wavelengths. It appears to be discussing general wireless communication systems. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it's in the context of general wireless systems, not specifically optical RIS. | Reasoning for ""Free-Space Optical Systems""=The abstract does not discuss free-space optical systems. | Reasoning for ""ISAC Applications""=This is the primary focus of the paper, discussing ISAC systems and their applications in IoE. | Reasoning for ""Non-Line-of-Sight Scenarios""=Not mentioned in the abstract. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not discuss OPAs or any cascaded configuration with RIS. It focuses on general ISAC systems and sensing cooperation. | Reasoning for ""Quantitative Performance Metrics""=No specific metrics are mentioned in the abstract. | Reasoning for ""Substantial Technical Content""=This appears to be a technical analysis paper examining ISAC systems from multiple perspectives. | Reasoning for ""Turbulent Channel Conditions""=No mention of atmospheric conditions or turbulence parameters. | Reasoning for ""Screening judgement""=The abstract focuses on integrated sensing and communication (ISAC) systems in wireless networks, lacking specific optical domain characteristics such as wavelengths, optical phased arrays, or free-space optical considerations. Despite discussing sensing cooperation across multiple perspectives, the paper does not meet the majority of optical-specific screening criteria, rendering it unsuitable for a review of optical communication systems."
elicit-2025-09-18-0091,10.1109/ICC45041.2023.10278587,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=9.862] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While the system uses RIS, there's no mention of OPA-to-RIS cascading. | Reasoning for ""Comparators/Baselines Reported""=Yes, the study appears to compare performance with and without active RIS. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide wavelength, propagation distance, or aperture size information. | Reasoning for ""OPA Present (optical phased array)""=No mention of optical phased arrays. The system appears to use traditional beamforming. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify whether this is in the optical or RF domain. Given the context of ""active RIS"" and typical ISAC applications, this likely refers to RF systems. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is present, there's no indication it's an optical metasurface. The ""active RIS"" terminology suggests RF implementation. | Reasoning for ""Free-Space Optical Systems""=No indication this is for free-space optical systems. | Reasoning for ""ISAC Applications""=Yes, explicitly focuses on ISAC applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=Not mentioned in the abstract. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract discusses RIS-assisted systems but does not specifically mention optical phased arrays. It appears to be a general RIS system study. | Reasoning for ""Quantitative Performance Metrics""=Yes, the study mentions MSE and information rate metrics. | Reasoning for ""Substantial Technical Content""=Yes, this is a technical paper with mathematical optimization and simulation analysis. | Reasoning for ""Turbulent Channel Conditions""=No mention of atmospheric turbulence parameters. | Reasoning for ""Screening judgement""=The study focuses on an RF-based reconfigurable intelligent surface (RIS) system for integrated sensing and communication, lacking specific optical domain characteristics. Critical screening criteria related to optical phased arrays, optical metasurfaces, and free-space optical systems are not met, indicating this research is primarily a radio-frequency communication investigation. While technically robust, the paper does not align with the optical system screening requirements."
elicit-2025-09-18-0092,10.1109/MWC.015.2100674,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=0.1] [tier=T4] [rank=11.503] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The paper does not discuss OPA→RIS cascaded paths. | Reasoning for ""Comparators/Baselines Reported""=The paper compares different precoding techniques and provides simulation results for comparison. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=While the paper likely contains technical specifications in the full text, the abstract doesn't explicitly mention wavelength or propagation distances. | Reasoning for ""OPA Present (optical phased array)""=The paper discusses antenna arrays, but does not mention optical phased arrays. | Reasoning for ""Optical Domain (not RF)""=The paper focuses on THz (terahertz) communication, which is not in the optical regime (nm wavelengths). THz is typically considered part of the RF/mmWave spectrum. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it's in the context of THz communication, not optical metasurfaces. | Reasoning for ""Free-Space Optical Systems""=This is about THz communication, not free-space optical systems. | Reasoning for ""ISAC Applications""=The paper mentions integrated sensing and communication as a future direction. | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract doesn't specifically address NLoS scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not investigate Optical Phased Arrays (OPAs) in cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions spectrum and energy efficiencies as performance metrics. | Reasoning for ""Substantial Technical Content""=This appears to be a systematic investigation with technical analysis and simulations. | Reasoning for ""Turbulent Channel Conditions""=While channel conditions are discussed, they're not specifically about atmospheric turbulence. | Reasoning for ""Screening judgement""=The research focuses on terahertz communication precoding techniques, which fundamentally differs from optical domain requirements, lacking optical phased arrays, optical RIS, or free-space optical systems. Critical screening criteria related to optical technologies are not met, rendering the paper unsuitable for the specified research scope. Despite having substantial technical content and some relevant aspects like ISAC applications, the core optical requirements are entirely absent."
elicit-2025-09-18-0093,10.1109/TCOMM.2024.3439445,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence; no metrics/key-physics,"[Elicit: Exclude] [score=0.1] [tier=T4] [rank=2.880] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While RIS is discussed, it's not in a cascaded configuration with OPA. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparison with ""traditional beam scanning schemes."" | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=While some parameters are mentioned (mmWave band), specific wavelengths and distances are not explicitly stated in the abstract. | Reasoning for ""OPA Present (optical phased array)""=No optical phased array is mentioned or used in the paper. | Reasoning for ""Optical Domain (not RF)""=The paper explicitly focuses on mmWave band signals, not optical wavelengths. | Reasoning for ""Optical RIS/Metasurface Present""=The RIS discussed in the paper is for mmWave applications, not optical metasurfaces. | Reasoning for ""Free-Space Optical Systems""=The system is mmWave-based, not optical. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on ISAC applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=NLoS scenarios are not mentioned. | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not investigate Optical Phased Arrays (OPAs) in cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). Instead, it focuses on RIS in mmWave systems without mentioning optical phased arrays or cascaded configurations. | Reasoning for ""Quantitative Performance Metrics""=While ""performance"" is mentioned, specific metrics aren't detailed in the abstract. | Reasoning for ""Substantial Technical Content""=This appears to be a technical analysis with simulations and theoretical derivations. | Reasoning for ""Turbulent Channel Conditions""=No mention of atmospheric turbulence or related parameters. | Reasoning for ""Screening judgement""=The research focuses on mmWave RIS and ISAC technologies, fundamentally diverging from optical domain requirements by using radio frequency signals instead of optical wavelengths. Critical screening criteria related to optical phased arrays, optical RIS, and free-space optical systems are not met, rendering the study non-compliant with the specified technical parameters. Despite addressing ISAC applications and demonstrating technical depth, the core optical technology specifications are absent."
elicit-2025-09-18-0094,10.1109/icc45855.2022.9838764,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=11.372] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=No cascaded OPA→RIS configuration is described in the paper. | Reasoning for ""Comparators/Baselines Reported""=The study compares against ""communication only systems with beam tracking."" | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=While some parameters are mentioned, they are not specifically wavelength, distance, or aperture size in the optical domain. | Reasoning for ""OPA Present (optical phased array)""=No optical phased array is mentioned or used in the study. | Reasoning for ""Optical Domain (not RF)""=The paper operates in the THz band, which is not considered the optical domain (nm wavelengths). While THz has some optical properties, it is typically classified as RF/mmWave. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is used, it is in the THz domain, not the optical domain. | Reasoning for ""Free-Space Optical Systems""=The system operates in THz, not optical frequencies. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on integrated sensing and communication applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The paper specifically mentions ""line-of-sight (LoS) availability."" | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not investigate Optical Phased Arrays (OPAs) in a cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). Instead, it focuses on THz RIS for sensing and communication. | Reasoning for ""Quantitative Performance Metrics""=The study reports reliability gains (10%) and discusses resolution and data rate metrics. | Reasoning for ""Substantial Technical Content""=This appears to be a full technical paper with simulations and analysis. | Reasoning for ""Turbulent Channel Conditions""=No mention of atmospheric turbulence parameters. | Reasoning for ""Screening judgement""=The research focuses on terahertz wireless systems with integrated sensing and communication, utilizing reconfigurable intelligent surfaces for indoor mapping and mobility tracking. Despite addressing integrated sensing and communication applications, the study operates in the terahertz domain rather than optical frequencies, and lacks key optical phased array and metasurface characteristics. Consequently, the work does not meet the primary screening criteria related to optical domain and cascaded OPA-RIS architectures."
elicit-2025-09-18-0095,10.1109/WCNC57260.2024.10571090,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS,"[Elicit: Exclude] [score=0.1] [tier=T4] [rank=9.118] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=The abstract does not describe a cascaded OPA→RIS configuration, as the system uses passive radar and RIS, but not in a cascaded arrangement. | Reasoning for ""Comparators/Baselines Reported""=The abstract mentions comparing performance for ""increasing RIS sizes,"" which suggests the presence of comparators or baselines. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract mentions RIS sizes but does not specify wavelength or specific distances, so it only partially meets this criterion. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays, and the system uses passive radar and RIS, which suggests it is not an optical phased array. | Reasoning for ""Optical Domain (not RF)""=The abstract appears to be discussing RF systems, as it mentions passive radar and communication signals, and there is no indication of optical wavelengths or optical components. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is present, it is not specified as an optical RIS, and given the context of passive radar, it is likely an RF RIS. | Reasoning for ""Free-Space Optical Systems""=The system appears to be RF-based, not optical, so it does not focus on free-space optical communication systems. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on ""integrated sensing and communications systems,"" which suggests it addresses ISAC applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract mentions ""many obstacles encountered within the propagation channel,"" which implies the study examines non-line-of-sight scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not mention optical phased arrays or a cascaded configuration with reconfigurable intelligent surfaces (RIS), so there is no evidence that this study investigates OPA-RIS cascaded architecture. | Reasoning for ""Quantitative Performance Metrics""=The abstract mentions ""localization and detection metrics,"" indicating the presence of quantitative performance metrics. | Reasoning for ""Substantial Technical Content""=The abstract suggests this is a technical paper with simulation results and algorithm development, indicating substantial technical content. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention any atmospheric turbulence parameters, so there is no evidence that the research was conducted in turbulent optical channels. | Reasoning for ""Screening judgement""=The study focuses on a radio-frequency (RF) system using reconfigurable intelligent surfaces and passive radar for integrated sensing and communication, which fundamentally differs from the optical domain requirements. Critical screening criteria related to optical phased arrays, optical RIS, and free-space optical systems are not met, rendering the paper unsuitable for the systematic review. The research primarily addresses RF-based target localization with sensing and communication capabilities, not optical technologies."
elicit-2025-09-18-0096,10.1109/TVT.2024.3426042,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=9.862] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=No cascaded path is mentioned in the abstract. | Reasoning for ""Comparators/Baselines Reported""=The study includes comparisons with different numbers of RIS elements and CSI conditions. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=No specific wavelengths, distances, or aperture sizes are mentioned in the abstract. | Reasoning for ""OPA Present (optical phased array)""=The abstract does not mention optical phased arrays. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify the frequency domain or mention any optical components, so it appears to be a general communication study rather than one focused on the optical domain. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is mentioned, it is not specified as optical, and metamaterials are mentioned only generally. | Reasoning for ""Free-Space Optical Systems""=The abstract does not mention free-space optical systems. | Reasoning for ""ISAC Applications""=The study explicitly focuses on integrated sensing and communication (ISAC). | Reasoning for ""Non-Line-of-Sight Scenarios""=The abstract does not mention non-line-of-sight (NLoS) scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not mention optical phased arrays or a cascaded configuration, so it appears to be a general RIS study rather than one focused on OPA-RIS cascaded architecture. | Reasoning for ""Quantitative Performance Metrics""=The study mentions communication rate and sensing Cramér-Rao bound (CRB) as quantitative performance metrics. | Reasoning for ""Substantial Technical Content""=The paper appears to be a substantial technical study with theoretical analysis and simulations. | Reasoning for ""Turbulent Channel Conditions""=The abstract does not mention atmospheric turbulence or channel conditions. | Reasoning for ""Screening judgement""=The study focuses on integrated sensing and communication (ISAC) using Reconfigurable Intelligent Surfaces (RIS), but lacks specific optical domain characteristics, optical phased arrays, or free-space optical system details. While demonstrating substantial technical content with quantitative performance metrics, the research does not meet the critical screening criteria related to optical systems and OPA-RIS cascaded architecture. The work appears to be a general communication systems study rather than an optical-specific investigation."
elicit-2025-09-18-0097,10.1109/comst.2023.3318198,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence; no metrics/key-physics,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=5.472] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=There is no discussion of any cascaded path implementation. | Reasoning for ""Comparators/Baselines Reported""=While the paper appears to be a survey that likely includes comparisons, it's not specifically focused on OPA-RIS comparisons. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide any specific wavelengths, distances, or aperture sizes. | Reasoning for ""OPA Present (optical phased array)""=There is no mention of optical phased arrays anywhere in the abstract. | Reasoning for ""Optical Domain (not RF)""=While the abstract briefly mentions ""mixed radio-frequency/free-space optical"" and ""visible light communication"" as miscellaneous technologies, the paper primarily focuses on RF/mmWave communications, not the optical domain. | Reasoning for ""Optical RIS/Metasurface Present""=While RISs are mentioned, they are discussed in the context of RF/mmWave communications, not optical metasurfaces. | Reasoning for ""Free-Space Optical Systems""=While ""free-space optical"" is mentioned briefly, it's not the focus of the paper. | Reasoning for ""ISAC Applications""=ISAC is mentioned as one of the miscellaneous technologies, but not as a primary focus. | Reasoning for ""Non-Line-of-Sight Scenarios""=There is no explicit mention of NLoS scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not mention OPAs in a cascaded configuration with RISs. It discusses RISs as one of many wireless technologies, but not specifically in a cascaded configuration with OPAs. | Reasoning for ""Quantitative Performance Metrics""=The abstract doesn't explicitly mention specific performance metrics, though as a survey paper it likely includes them. | Reasoning for ""Substantial Technical Content""=This appears to be a comprehensive survey paper with substantial technical content, but not focused on the target area. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric turbulence or channel conditions. | Reasoning for ""Screening judgement""=This comprehensive survey paper primarily focuses on full-duplex wireless communication technologies in the RF/mmWave domain, with only brief, peripheral mentions of optical technologies. The abstract fails to meet most screening criteria related to optical phased arrays, RIS configurations, and free-space optical systems, indicating minimal relevance to the specific research parameters. While technically substantial, the paper does not align with the targeted research focus on optical communication architectures."
elicit-2025-09-18-0098,10.48550/arXiv.2411.08759,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS,"[Elicit: Exclude] [score=0.1] [tier=T4] [rank=8.403] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While there is a cascaded path (AP-RIS-target), it is not an optical phased array to RIS configuration. | Reasoning for ""Comparators/Baselines Reported""=The paper includes comparisons with different configurations and optimization scenarios. | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=While some parameters are mentioned, they are not optical parameters (wavelength, aperture size). | Reasoning for ""OPA Present (optical phased array)""=No optical phased array is mentioned or used in the paper. The system uses mmWave APs instead. | Reasoning for ""Optical Domain (not RF)""=The paper explicitly states that it operates in the millimeter-wave (mmWave) frequency band, not in the optical regime (nm wavelengths, laser/LED/VCSEL, optics). | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is used, it is in the mmWave domain, not in the optical domain. | Reasoning for ""Free-Space Optical Systems""=This is a mmWave system, not a free-space optical system. | Reasoning for ""ISAC Applications""=The paper explicitly focuses on integrated sensing and communication (ISAC) applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=The paper mentions both LoS and NLoS scenarios. | Reasoning for ""OPA-RIS Cascaded Architecture""=The paper does not investigate Optical Phased Arrays (OPAs) in a cascaded configuration with Reconfigurable Intelligent Surfaces (RIS). Instead, it discusses RIS in a mmWave system, not an optical phased array cascaded with RIS. | Reasoning for ""Quantitative Performance Metrics""=The paper reports SCNR and SINR metrics. | Reasoning for ""Substantial Technical Content""=This appears to be a full technical paper with analysis and numerical results. | Reasoning for ""Turbulent Channel Conditions""=While clutter is considered, it is not atmospheric turbulence in optical channels. | Reasoning for ""Screening judgement""=The study focuses on a millimeter-wave integrated sensing and communication system using reconfigurable intelligent surfaces, which fundamentally differs from optical domain research. Critical screening criteria related to optical phased arrays, optical RIS, and free-space optical systems are not met, rendering the paper unsuitable for the specified research domain. While the work demonstrates technical depth in mmWave systems, it lacks the core optical technology requirements."
elicit-2025-09-18-0099,10.1109/WCNC57260.2024.10571105,non-optical; no OPA; no optical RIS; no cascaded OPA→RIS; no NLoS/turbulence,"[Elicit: Exclude] [score=1.4] [tier=T4] [rank=9.703] -- Reasoning for ""Cascaded Path Realized (OPA→RIS)""=While there is a RIS system, it is not in a cascaded configuration with an optical phased array. | Reasoning for ""Comparators/Baselines Reported""=The study compares performance against ""counterparts assisted solely by the active or passive RIS."" | Reasoning for ""Key Physics Specified (λ, distance, aperture)""=The abstract does not provide wavelength, propagation distance, or aperture size information. | Reasoning for ""OPA Present (optical phased array)""=There is no mention of optical phased arrays in the abstract. The system appears to use traditional base station beamforming rather than an optical phased array. | Reasoning for ""Optical Domain (not RF)""=The abstract does not specify the frequency domain or mention any optical components. The context suggests this is likely an RF system rather than an optical one. | Reasoning for ""Optical RIS/Metasurface Present""=While RIS is present, it is not specified as an optical metasurface. The description suggests a conventional RF RIS implementation rather than an optical one. | Reasoning for ""Free-Space Optical Systems""=There is no indication that this is an optical system; it appears to be RF-based. | Reasoning for ""ISAC Applications""=The study explicitly focuses on integrated sensing and communication (ISAC) applications. | Reasoning for ""Non-Line-of-Sight Scenarios""=Non-line-of-sight scenarios are not explicitly mentioned in the abstract. | Reasoning for ""OPA-RIS Cascaded Architecture""=The abstract does not mention optical phased arrays (OPAs) or a cascaded configuration with reconfigurable intelligent surfaces (RIS). The system appears to be a general RIS system without specific optical components. | Reasoning for ""Quantitative Performance Metrics""=The study mentions SNR as a performance metric. | Reasoning for ""Substantial Technical Content""=This appears to be a full technical paper with optimization problem formulation and simulation analysis. | Reasoning for ""Turbulent Channel Conditions""=There is no mention of atmospheric conditions or turbulence parameters. | Reasoning for ""Screening judgement""=The study focuses on a hybrid RIS-enabled ISAC system using RF technology, lacking optical components, phased arrays, or metasurface specifications. While demonstrating substantial technical depth with optimization and performance comparisons, the research does not meet the screening criteria for optical domain, OPA-RIS cascaded architecture, or free-space optical systems. The work appears to be a conventional RF-based communication and sensing study rather than an optical technology investigation."
